"name","kingdom","phylum","class","order","family","genus","species","ages_mean"
"Arothron meleagris","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron meleagris",2.50965170007534
"Arothron nigropunctatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Arothron","Arothron nigropunctatus",2.82860672749027
"Arothron stellatus",NA,NA,NA,NA,NA,NA,NA,8.08926388142762
"Arripis georgiana","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis georgiana",NA
"Arripis trutta","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis trutta",16.3385503190131
"Arripis truttacea","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis truttacea",20.025437582591
"Arripis xylabion","Animalia","Chordata","Teleostei","Scombriformes","Arripidae","Arripis","Arripis xylabion",21.5306521795718
"Artedius harringtoni","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Artedius","Artedius harringtoni",16.8286750194084
"Aspasmogaster tasmaniensis","Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Aspasmogaster","Aspasmogaster tasmaniensis",15.2524921282317
"Aspidontus dussumieri","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Aspidontus","Aspidontus dussumieri",9.76028209523696
"Aspidontus taeniatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Aspidontus","Aspidontus taeniatus",8.46609027023623
"Assessor flavissimus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Assessor","Assessor flavissimus",2.22850317155824
"Assessor macneilli","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Assessor","Assessor macneilli",2.3145118048381
"Assessor randalli","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Assessor","Assessor randalli",2.57647303803534
"Assiculus punctatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Assiculus","Assiculus punctatus",18.3731727562
"Asterropteryx striata","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Asterropteryx","Asterropteryx striata",16.8093010746605
"Atherina hepsetus","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherina","Atherina hepsetus",6.44257067000017
"Atherina presbyter","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherina","Atherina presbyter",5.38308199999995
"Atherinomorus vaigiensis","Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinomorus","Atherinomorus vaigiensis",44.2006664900101
"Atractoscion aequidens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Atractoscion","Atractoscion aequidens",16.3634936361454
"Atrosalarias holomelas","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Atrosalarias","Atrosalarias holomelas",8.84859609899229
"Atule mate","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Atule","Atule mate",16.9569109283995
"Atypichthys latus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Atypichthys","Atypichthys latus",6.61842947618146
"Atypichthys strigatus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Atypichthys","Atypichthys strigatus",8.09358725774194
"Aulacocephalus temminckii","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Aulacocephalus","Aulacocephalus temminckii",46.7245544203579
"Aulorhynchus flavidus","Animalia","Chordata","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus","Aulorhynchus flavidus",18.9452132670497
"Austrolabrus maculatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Austrolabrus","Austrolabrus maculatus",9.99744198694772
"Axoclinus cocoensis","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Axoclinus","Axoclinus cocoensis",8.51727150979248
"Axoclinus lucillae","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Axoclinus","Axoclinus lucillae",6.59568941369804
"Axoclinus multicinctus","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Axoclinus","Axoclinus multicinctus",8.28164516499318
"Axoclinus rubinoffi","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Axoclinus","Axoclinus rubinoffi",7.33535182913147
"Azurina atrilobata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina atrilobata",NA
"Azurina cyanea","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina cyanea",NA
"Azurina elerae","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina elerae",NA
"Azurina eupalama","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina eupalama",10.5469896868949
"Azurina lepidolepis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina lepidolepis",NA
"Azurina multilineata","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Azurina","Azurina multilineata",NA
"Balistapus undulatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistapus","Balistapus undulatus",7.41619266999825
"Balistes capriscus",NA,NA,NA,NA,NA,NA,NA,9.58635114000031
"Balistes polylepis","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes","Balistes polylepis",9.25356655999987
"Balistes punctatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes","Balistes punctatus",19.2342711500008
"Balistes vetula","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes","Balistes vetula",9.15913975000001
"Balistoides conspicillum","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistoides","Balistoides conspicillum",4.85446621000098
"Balistoides viridescens","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistoides","Balistoides viridescens",14.3032735522288
"Bathygobius krefftii","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Bathygobius","Bathygobius krefftii",19.9371601641495
"Bathygobius lineatus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Bathygobius","Bathygobius lineatus",19.4982334290409
"Bathystethus cultratus","Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Bathystethus","Bathystethus cultratus",12.9176655516536
"Batrachoides boulengeri","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Batrachoides","Batrachoides boulengeri",18.1188838407254
"Belone belone","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Belone","Belone belone",76.9770929999999
"Belonoperca chabanaudi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Belonoperca","Belonoperca chabanaudi",15.0777625724863
"Blenniella chrysospilos","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Blenniella","Blenniella chrysospilos",8.08212828771887
"Bodianus albotaeniatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus albotaeniatus",13.1408800569101
"Bodianus anthioides","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus anthioides",10.9428585782887
"Bodianus axillaris","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus axillaris",12.2561506220537
"Bodianus bilunulatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus bilunulatus",12.4876310023796
"Bodianus diana","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus diana",9.40449275976891
"Bodianus dictynna","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus dictynna",8.15373376952928
"Bodianus diplotaenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus diplotaenia",18.2734787232427
"Bodianus eclancheri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus eclancheri",10.0155586138361
"Bodianus frenchii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus frenchii",19.659434764553
"Bodianus loxozonus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus loxozonus",8.53650376655762
"Bodianus mesothorax","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus mesothorax",12.6206601294468
"Bodianus perditio","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus perditio",10.0810158384528
"Bodianus rufus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus rufus",18.3041603740897
"Bodianus scrofa","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus scrofa",14.3815526375285
"Bodianus unimaculatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bodianus","Bodianus unimaculatus",22.3656165893969
"Bolbometopon muricatum","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Bolbometopon","Bolbometopon muricatum",9.50168052300712
"Boops boops","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Boops","Boops boops",15.807792524889
"Boopsoidea inornata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Boopsoidea","Boopsoidea inornata",15.1451528741679
"Boreogadus saida","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Boreogadus","Boreogadus saida",8.34939010999985
"Bothragonus occidentalis","Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bothragonus","Bothragonus occidentalis",13.5677106173679
"Bovichtus angustifrons","Animalia","Chordata","Teleostei","Perciformes","Bovichtidae","Bovichtus","Bovichtus angustifrons",23.010955596339
"Bovichtus argentinus","Animalia","Chordata","Teleostei","Perciformes","Bovichtidae","Bovichtus","Bovichtus argentinus",31.5331820579189
"Brachaluteres jacksonianus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Brachaluteres","Brachaluteres jacksonianus",14.348250377364
"Brachionichthys hirsutus","Animalia","Chordata","Teleostei","Lophiiformes","Brachionichthyidae","Brachionichthys","Brachionichthys hirsutus",41.2260214378409
"Brachygenys chrysargyreum","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Brachygenys","Brachygenys chrysargyreum",NA
"Brachygenys jessiae","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Brachygenys","Brachygenys jessiae",NA
"Brachyistius frenatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Brachyistius","Brachyistius frenatus",4.27397844851279
"Bryaninops amplus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Bryaninops","Bryaninops amplus",23.5464148937131
"Bryaninops erythrops","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Bryaninops","Bryaninops erythrops",17.6953542015677
"Bryaninops natans","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Bryaninops","Bryaninops natans",24.3323349539618
"Bryaninops nexus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Bryaninops","Bryaninops nexus",23.7887940021559
"Bryaninops yongei","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Bryaninops","Bryaninops yongei",18.9172592017867
"Caesio caerulaurea","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio caerulaurea",7.16984428065021
"Caesio cuning","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio cuning",25.4277343663457
"Caesio lunaris","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio lunaris",7.80612298615745
"Caesio striata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio striata",11.0949081221443
"Caesio suevica","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio suevica",15.519049862902
"Caesio teres","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio teres",5.0222473638574
"Caesio varilineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio varilineata",6.13779227455509
"Caesio xanthonota","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Caesio","Caesio xanthonota",5.51222727529264
"Caesioperca lepidoptera","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Caesioperca","Caesioperca lepidoptera",12.3116050677267
"Caesioperca rasor","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Caesioperca","Caesioperca rasor",14.5845635702834
"Caesioscorpis theagenes","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Caesioscorpis","Caesioscorpis theagenes",9.32490467363352
"Caffrogobius nudiceps","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Caffrogobius","Caffrogobius nudiceps",23.4865465100889
"Calamus bajonado","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Calamus","Calamus bajonado",9.65707766533201
"Calamus brachysomus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Calamus","Calamus brachysomus",21.4130451904244
"Calamus calamus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Calamus","Calamus calamus",27.4425085159641
"Calamus pennatula","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Calamus","Calamus pennatula",29.0367861198171
"Calamus taurinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Calamus","Calamus taurinus",27.6610577570233
"Callanthias australis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Callanthiidae","Callanthias","Callanthias australis",32.9862320120574
"Calliclinus geniguttatus","Animalia","Chordata","Teleostei","Blenniiformes","Labrisomidae","Calliclinus","Calliclinus geniguttatus",47.9767348801971
"Callionymus comptus","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Callionymus","Callionymus comptus",28.3271185969856
"Callionymus lyra","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Callionymus","Callionymus lyra",11.4044088388625
"Calloplesiops altivelis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Calloplesiops","Calloplesiops altivelis",6.69857693359771
"Calotomus carolinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Calotomus","Calotomus carolinus",12.7888817153885
"Calotomus japonicus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Calotomus","Calotomus japonicus",11.3643582317565
"Calotomus spinidens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Calotomus","Calotomus spinidens",12.5657014285739
"Calotomus viridescens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Calotomus","Calotomus viridescens",11.9067703303043
"Cantherhines dumerilii","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines dumerilii",5.07251697256814
"Cantherhines fronticinctus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines fronticinctus",5.1877028770246
"Cantherhines longicaudus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines longicaudus",28.8559700679404
"Cantherhines macrocerus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines macrocerus",6.08383897336683
"Cantherhines pardalis","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines pardalis",8.80278066884519
"Cantherhines pullus","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines pullus",12.7482021935986
"Cantherhines sandwichiensis","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines sandwichiensis",11.3515254934058
"Cantheschenia grandisquamis","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantheschenia","Cantheschenia grandisquamis",6.64903605882597
"Canthidermis maculata","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis maculata",3.29776320000003
"Canthidermis sufflamen","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis sufflamen",3.02447900000011
"Canthigaster amboinensis","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster amboinensis",5.7905404851271
"Canthigaster axiologus","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Canthigaster","Canthigaster axiologus",4.01147627616266
